"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"99","1998-12-31","Gebrauchsliteratur","Kellner, Hedwig: Das geheime Wissen der Personalchefs, Frankfurt a. M.: Eichborn 1998, S. 188","Das trifft für Berufe mit hohem Reiseanteil zu , wie für dezentral organisierte Unternehmen und auch für Jobs , die","zu","Hause ausgeübt werden ."
"100","1998-12-31","Gebrauchsliteratur","Kellner, Hedwig: Das geheime Wissen der Personalchefs, Frankfurt a. M.: Eichborn 1998, S. 228","Lesen ist nicht jedermanns Sache , in den Städten sind abends die Bürgersteige hochgeklappt , das TV-Programm ist im Tophotel auch nicht besser als","zu","Hause ."
"101","1998-12-31","Wissenschaft","Fath, Rolf: Personen - G. In: Reclams Opernlexikon, Berlin: Directmedia Publ. 2001 [1998], S. 4702","Er ist sowohl im dramatischen Verdi-Repertoire ( Manrico ) wie in den lyrischeren Partien Rossinis und Donizettis","zu","Hause : 1978 Les martyrs Venedig , 1981 Anna Bolena Turin , 1982 L' assedio di Corinto Florenz , 1985 Il diluvio universale Genua ."
"102","1998-12-31","Wissenschaft","Fath, Rolf: Werke - V. In: Reclams Opernlexikon, Berlin: Directmedia Publ. 2001 [1998], S. 2648","Um ihre Männer","zu","Hause zu halten , wollen sich die Frauen unter der Führung Gräfin Ludmillas ( Sopran ) ihnen verweigern ."
"103","1998-12-31","Wissenschaft","Fath, Rolf: Werke - V. In: Reclams Opernlexikon, Berlin: Directmedia Publ. 2001 [1998], S. 2668","Sie ruft ihn an , merkt aber , dass er sie offensichtlich nicht von","zu","Hause aus angerufen hat ."
"104","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 69","Er fühlte sich in den Bäumen","zu","Hause ."
"105","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 82","Johann stellte sich vor , daß bei Ludwig und bei Guido","zu","Hause ununterbrochen eine Erzählung weiterlief , die nichts , was es im Dorf gab , auslassen konnte ."
"106","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 82","Wenn Ludwig und Guido weitersagten , was sie","zu","Hause gehört hatten , wußte man nicht , warum sie das taten , und sie selber wußten es auch nicht , aber daß das , was sie weitersagten , weitergesagt werden mußte , das war ganz sicher ."
"107","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 144","Er war so früh von","zu","Hause weggegangen , weil er mit Anita in der Kirche ankommen wollte , wenn noch niemand da war ."
"108","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 172","Bei Adolf","zu","Hause konnte sich Johann nur wohlfühlen , wenn er wußte , daß Herr Brugger unterwegs war ."
"109","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 214","Johann rannte","zu","Hause sofort die Treppe hinauf , rief dem an ihm hochspringenden Tell zu : Mensch , wenn ich dich nicht hätte , Tell !"
"110","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 236","Wahrscheinlich würden sie","zu","Hause heute auch die Tische auf der Terrasse decken ."
"111","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 266","Die Mutter hatte bei Frau Schmitt anrufen müssen und fragen , ob ihr Mann","zu","Hause sei ."
"112","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 266","Erst als der Spenglermeister von seiner Frau gehört hatte , daß er nicht","zu","Hause sei , hatte er es für möglich gehalten , daß er der , der nicht zu Hause war , sei ."
"113","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 266","Erst als der Spenglermeister von seiner Frau gehört hatte , daß er nicht zu Hause sei , hatte er es für möglich gehalten , daß er der , der nicht","zu","Hause war , sei ."
"114","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 306","Bis Johann","zu","Hause seine Gedichte geholt hatte , saß Magda , die natürlich auch in der Kirche gewesen und von Johann beobachtet worden war , immer schon am Klavier ."
"115","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 322","Als der Vetter Großonkel Johann bei Bredl in Wangen den ebenso hellen wie eng anliegenden Zweireiher hatte auswählen lassen , war Johann , sobald er wieder","zu","Hause war , in diesem Anzug nach Lindau gefahren und hatte sich bei Photo Eckerlein abbilden lassen ."
"116","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 328","[...] die in der Heimat hätte dieser Kampf keinen Sinn , laßt ihm , wenn möglich , die Lindauer Zeitung an seine neue Anschrift schicken , plötzlich mußten sie wieder nach vorn , mit ein paar Panzern haben sie ein Bataillon Russen zurückgeschlagen , in der Nacht kriegte sein Wagen einen Treffer , sie mußten ausscheiden , also kann er wieder schreiben , Hühner und Schweine laufen dort massenweise herum , sie haben Griesbrei gemacht und echten Bohnenkaffee , der Russe soll bei Groß-Wardein durchgebrochen sein , sie sind wieder einmal auf der Fahrt durch Ungarn , hoffentlich geht es gut","zu","Hause , sie erfahren ja fast nichts , man erzählt sich so viel von den neuen Waffen , hoffentlich kommen die bald , überall sind sie von der Bevölkerung jubelnd begrüßt worden , die Russen haben hier furchtbar gehaust , Leute erschossen , Frauen vergewaltigt , in Groß-Wardein haben die Leute ihnen Wein und Brot und Käse und Speck gebracht , er hat seine erste Auszeichnung bekommen , das Panzersturmabzeichen in Silber , die Urkunde schickt er heim , wie geht es daheim , hoffentlich bekommt er bald Post , er hat bei den Kämpfen um Groß-Wardein in zwei Angriffen [...]"
"117","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 363","Der Leutnant wollte wissen , wo Johann","zu","Hause sei ."
"118","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 17","Man befindet sich auf der anderen Seite der Welt und wundert sich , daß man wie","zu","Hause trinkt und ißt und einen Fuß vor den anderen setzt , als wäre das alles selbstverständlich ."
"119","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 82","Er zog sich bis auf die Unterhose aus , blieb einen Moment lang vor dem Bett stehen , tastete nach seiner Pyjamajacke und drückte sie an die Nase - der Duft von Weichspüler und Bügeleisen erinnerte Meurer an","zu","Hause ."
"120","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 226","Er saß ja nur","zu","Hause rum ."
"121","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 227","Ernst begrüßte mich","zu","Hause mit Sekt ."
"122","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 229","» Die über uns sind nicht böswillig « , sagte Renate Meurer , » nur den ganzen Tag","zu","Hause , junge Leute eben ."
"123","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 231","Du kannst nicht","zu","Hause hocken und auf Ernst aufpassen ."
"124","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 238","Sie war","zu","Hause und dachte , daß sie auch was tun muß ."
"125","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 238","Der Gag war , daß er einen Freier zu ihr fuhr und dachte , na ja , seh ich halt mal bei mir","zu","Hause rein ."
"126","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 239","Du weißt doch gar nicht mehr , wie das ist ,","zu","Hause sitzen und sich einen gemütlichen Abend machen . «"
"127","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 242","» Ja , liebe Sportsfreunde","zu","Hause ."
"128","1998-12-31","Belletristik","Schulze, Ingo: Simple Storys, Berlin: Berlin-Verl. 1998, S. 296","» Aber feste ! « sagt Kerndel , » sonst könnt ihr gleich","zu","Hause bleiben . «"
"129","1998-12-22","Zeitung","Die Zeit, 22.12.1998, Nr. 53","Doch","zu","Hause ist es auch nicht viel sicherer , wie sich bei der kürzlichen Festnahme des Generalmajors Radislav Krstic in Bosnien erwies , der zu den Schlächtern von Srebrenica gehörte ."
"130","1998-11-26","Zeitung","Die Zeit, 26.11.1998, Nr. 49","Immerhin geben zwei von fünf Deutschen Umweltgiften die Schuld an Gesundheitsproblemen : Holzschutzmittel , Pestizide , Formaldehyd und Schimmelpilze lauern dort , wo wir uns am wohlsten fühlen -","zu","Hause ."
"131","1998-11-05","Zeitung","Die Zeit, 05.11.1998, Nr. 46","Das ist wichtig , weil Schmidt","zu","Hause jeden Posten in den Computer eingibt : "" So habe ich die Haushaltskasse in den Griff bekommen . """
"132","1998-11-05","Zeitung","Die Zeit, 05.11.1998, Nr. 46","Ein Siemens-Betriebsrat über die ehemaligen Kollegen , die jetzt","zu","Hause sitzen :"
"133","1998-11-05","Zeitung","Die Zeit, 05.11.1998, Nr. 46","Die anderen Frauen aus ihrer Gymnastikgruppe hatten sie ja vorgewarnt , wie das wird , wenn der Mann plötzlich den ganzen Tag","zu","Hause ist ."
"134","1998-10-15","Zeitung","Die Zeit, 15.10.1998, Nr. 43","Immer mehr Jobs können von","zu","Hause aus erledigt werden"
"135","1998-09-17","Zeitung","Die Zeit, 17.09.1998, Nr. 39","Daß der 22jährige keine Zeit hat , den Kofferraum auszumisten und sich","zu","Hause zu rasieren , liegt an seinem Job : Sascha ist Model ."
"136","1998-09-10","Zeitung","Die Zeit, 10.09.1998, Nr. 38","Der Hacks , das war ein Weltberühmter , der anders konnte und doch blieb : fest bis zum Dogmatismus in seiner marxistischen Weltanschauung , schmiegsam in seiner Sprache und freiwillig","zu","Hause heimatlos ."
"137","1998-07-16","Zeitung","Die Zeit, 16.07.1998, Nr. 30","In London ist nämlich unter anderem das lukrative Investmentgeschäft","zu","Hause ."
"138","1998-07-09","Zeitung","Die Zeit, 09.07.1998, Nr. 29","Noch vor zweieinhalb Jahren hätte es ihn kein Wochenende","zu","Hause im Oberrheintal gehalten ."
"139","1998-06-10","Zeitung","Die Zeit, 10.06.1998, Nr. 25","Über hundert Modelle hat er","zu","Hause in Bad Oeynhausen ."
"140","1998-03-05","Zeitung","Die Zeit, 05.03.1998, Nr. 11","Auch Zehntausende von Kriegswitwen , die den Lebensunterhalt ihrer Kinder verdienen müßten , sitzen nun","zu","Hause und hungern ."
"141","1998-02-05","Zeitung","Die Zeit, 05.02.1998, Nr. 7","Dazu wird die CD aus dem Datenzentrum der Telekom über die Leitung in den Computer","zu","Hause geschickt ."
"142","1998-01-29","Zeitung","Die Zeit, 29.01.1998, Nr. 6","Auch wenn beide Wissenschaftskulturen dieselbe endliche Welt bewohnen , so scheinen sie doch in unterschiedlichen Galaxien","zu","Hause ."
"143","1997-12-31","Wissenschaft","Beck, Ulrich: Was ist Globalisierung?, Frankfurt a. M.: Suhrkamp 1997 [1997], S. 128","Wo ist sie »","zu","Hause « ?"
"144","1997-12-31","Wissenschaft","Beck, Ulrich: Was ist Globalisierung?, Frankfurt a. M.: Suhrkamp 1997 [1997], S. 174","» Wenn ich direkt oder durch e-Mail mit einem Freund in Paris spreche , während ich in Kalifornien sitze ; wenn ich politische und kulturelle Ereignisse überall auf dem Globus verfolge , ohne mein Haus zu verlassen ; wenn Daten , die mein persönliches Profil enthalten , von Regierungen und Konzernen auf dem ganzen Globus verwendet werden , ohne daß ich dies weiß oder verhindern kann ; wenn ich","zu","Hause einkaufe , indem ich den Computer benutze :"
"145","1997-12-31","Wissenschaft","Beck, Ulrich: Was ist Globalisierung?, Frankfurt a. M.: Suhrkamp 1997 [1997], S. 259","Unendlich viele andere Bestimmungen sind denkbar , z. B. das europäische Weltbürgertum , das Montaigne , Goethe und Kant ( um nur drei zu nennen ) beschrieben und gelebt haben und das nach der Katastrophe , die das nationalsozialistische Deutschland auch für die europäischen Juden bedeutet , heute überall , auch in Israel ,","zu","Hause ist ."
"146","1997-12-19","Zeitung","Die Zeit, 19.12.1997, Nr. 52","Die EU verlöre aber ihre Glaubwürdigkeit und damit ihre Führungsrolle , sollte sie sich nun","zu","Hause selbst von ihrem Ziel verabschieden ."
"147","1997-12-12","Zeitung","Die Zeit, 12.12.1997, Nr. 51","Wer am EU-Binnenmarkt teilnehmen will , muß","zu","Hause mehrere Meter an Vorschriftentexten umsetzen ; da sind die einheitlichen Wettbewerbsgesetze , die Vorschriften für Verbraucherschutz , das Umweltrecht , Bilanzierungsregeln , Verpackungsverordnungen und vieles mehr ."
"148","1997-12-12","Zeitung","Die Zeit, 12.12.1997, Nr. 51","Eine Figur , deren Dasein es ist , in heute schon drei Millionen Computern auf Befehle zu warten - darin dämmert womöglich ein neuer Typ des Weltstars heran , von dem ein jeder sein privates Exemplar","zu","Hause hat , der zugleich unerreichbar ist und jedem zur Hand ."
"149","1997-11-21","Zeitung","Die Zeit, 21.11.1997, Nr. 48","Wer","zu","Hause mithilft , kann seine monatlichen Einnahmen durchschnittlich um vierzig Mark aufbessern ."
"150","1997-11-07","Zeitung","Die Zeit, 07.11.1997, Nr. 46","Siebzig Prozent der Deutschen wüßten nach einer Emnid-Umfrage nichts über Taubblinde , setzt Hepp nach , sie seien quasi unsichtbar , würden zurückgezogen in Heimen und","zu","Hause leben ."
"151","1997-09-19","Zeitung","Die Zeit, 19.09.1997, Nr. 39",""" Mein Gott , hier ist es ja noch schöner als","zu","Hause ! """
"152","1997-09-19","Zeitung","Die Zeit, 19.09.1997, Nr. 39",""" Hier ist es ja noch schöner als","zu","Hause ! "" Diane Johnson ( von der es auf deutsch wohl nur ihre Dashiell-Hammett-Biographie gibt ) hat es geschafft , daß ich mir ganz ernsthaft und naiv Sorgen um die beiden mache ."
"153","1997-08-29","Zeitung","Die Zeit, 29.08.1997, Nr. 36","Fühlt er sich hier","zu","Hause ?"
"154","1997-08-29","Zeitung","Die Zeit, 29.08.1997, Nr. 36","Akkorde aus der Gehschule für Gitarrenanfänger , Poltergeister am Schlagzeug und Arrangements aus dem Song-Baumarkt , die man sich","zu","Hause zusammenbasteln kann ."
"155","1997-08-01","Zeitung","Die Zeit, 01.08.1997, Nr. 32","Ich bin mit fünfzehn von","zu","Hause weg , war mit sechzehn im Erziehungsheim , mit siebzehn zum ersten Mal in der Gruppe , mit Anfang Dreißig im Knast ."
"156","1997-08-01","Zeitung","Die Zeit, 01.08.1997, Nr. 32","Dessen Stellvertreter , Mechaniker , Masseure , fast alles Flamen , sind seit Jahrzehnten im Radsporttroß","zu","Hause ."
"157","1997-07-18","Zeitung","Die Zeit, 18.07.1997, Nr. 30","Seine Frau hat ihn bis vor wenigen Tagen","zu","Hause gepflegt , bevor sich sein Zustand so dramatisch verschlechterte , daß er in die Station für Neurologie der Klinik Altona eingeliefert werden mußte ."
"158","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28","Dem könnte man","zu","Hause beim Tapezieren helfen ."
"159","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28","Seine Mitstreiter arbeiten ebenfalls von","zu","Hause aus , sitzen vor dem heimischen Bildschirm und warten auf Aufträge ."
"160","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28",""" Faktisch aber gehen Leute , die","zu","Hause arbeiten , weder in die Gewerkschaft noch in die Sprechstunde des Betriebsrates . """
"161","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28","Die mehr als hundert Beschäftigten , die an dem Projekt beteiligt sind , arbeiten ein Jahr lang jeweils zwei Tage in der Woche im Büro , drei Tage","zu","Hause ."
"162","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28",""" Von","zu","Hause aus lassen sich die Daten ebensogut an die Agenturen übermitteln . """
"163","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28","Da arbeitet er doch lieber","zu","Hause ."
"164","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28","Der Betrieb des neuen Typs ist virtuell ; Mitarbeiter aus aller Welt klinken sich von","zu","Hause aus in Projekte ein , ohne jemals an einem gemeinsamen Ort zusammenkommen zu müssen ."
"165","1997-07-04","Zeitung","Die Zeit, 04.07.1997, Nr. 28","Der Zutritt von Unternehmens- und Arbeitnehmervertretern zum Heimarbeitsplatz bedarf der Zustimmung des Telearbeiters ; private Nutzung der gestellten Arbeitsmittel ist nicht zulässig ; Fahrtkosten zwischen Betrieb und Arbeitsplatz","zu","Hause werden nicht erstattet ."
"166","1997-06-27","Zeitung","Die Zeit, 27.06.1997, Nr. 27","Sie läßt sich wohl durch nichts mehr erschüttern , nach dem , was sie","zu","Hause alles erleben mußte ."
"167","1997-06-20","Zeitung","Die Zeit, 20.06.1997, Nr. 26","Als Reliquie erhalten diese Bruchstücke später","zu","Hause einen Ehrenplatz ."
"168","1997-05-16","Zeitung","Die Zeit, 16.05.1997, Nr. 21","Die hungrigen Mäuler","zu","Hause , die arme Frau , die kranke Großmutter ."
"169","1997-05-09","Zeitung","Die Zeit, 09.05.1997, Nr. 20","Natürlich lesen auch wir diese Gebrauchsanweisung für John Neumeiers neueste - 99. - choreographische Arbeit in rund einem Vierteljahrhundert in der Er-Schöpfung nach einem Drei-Stunden-Abend erst","zu","Hause , im Programmheft ."
"170","1997-05-02","Zeitung","Die Zeit, 02.05.1997, Nr. 19","Wer käme da schon auf die Idee , den edlen Cognac oder gar die profane Bierdose","zu","Hause im Meßbecher zu kontrollieren ?"
"171","1997-04-25","Zeitung","Die Zeit, 25.04.1997, Nr. 18","Wir fühlen uns in der Toskana mehr","zu","Hause als in Sachsen ."
"172","1997-04-04","Zeitung","Die Zeit, 04.04.1997, Nr. 15","Viele hundert weitere sind inzwischen in den USA","zu","Hause , in Kanada , Israel , Argentinien und Australien , einer antwortete aus Tahiti ."
"173","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 17","Die kleine , rote Zunge an der länglichen Schnauze würde sie wieder richtig ankleben , wenn sie","zu","Hause war ."
"174","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 17","Oder sollte sie ihn zu den drei Postmietbehältern führen , die Willi vor einem Vierteljahr bei ihr","zu","Hause in Berlin-Pankow abgestellt hatte ?"
"175","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 70","Sie war","zu","Hause ."
"176","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 78","Sie fühlte sich","zu","Hause ."
"177","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 91","Die Papiere , die Pässe und das Kuvert mit dem Geld von Willi sind bei mir","zu","Hause ."
"178","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 124","An seine Frau und die Kinder","zu","Hause hatte er viele Briefe geschrieben , die abzuschicken bei Todesstrafe verboten war ."
"179","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 139","Ich weiß , daß du westliche Hetzschriften","zu","Hause hast , den Spiegel , den Stern und so ."
"180","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 160","Deshalb beschloß sie , lieber","zu","Hause in Pankow zu wohnen und Bo von Zeit zu Zeit nur zu besuchen ."
"181","1996-12-31","Belletristik","Jentzsch, Kerstin: Ankunft der Pandora, München: Heyne 1997 [1996], S. 164","Fernseher und Licht ließ sie eingeschaltet , als sie die Wohnung verließ , damit es von draußen den Eindruck machte , als sei jemand","zu","Hause ."
